metodo,tempo,iteracoes
multiply_4_bits,107700,86
multiply_6_bits,112600,86
multiply_16_bits,125300,1446
multiply_2_bits,101400,18
multiply_4_bits,101600,86
multiply_16_bits,117200,1446
multiply_4_bits,89000,86
multiply_7_bits,95900,86
multiply_16_bits,102400,1446
multiply_3_bits,128500,18
multiply_8_bits,118600,358
multiply_15_bits,104000,358
multiply_3_bits,112900,18
multiply_7_bits,103200,86
multiply_16_bits,118700,1446
multiply_1_bits,109800,1
multiply_8_bits,121300,358
multiply_16_bits,114500,1446
multiply_4_bits,106900,86
multiply_7_bits,94600,86
multiply_16_bits,118900,1446
multiply_4_bits,174300,86
multiply_8_bits,111100,358
multiply_16_bits,98000,1446
multiply_3_bits,106000,18
multiply_7_bits,161600,86
multiply_16_bits,134200,1446
multiply_3_bits,105300,18
multiply_5_bits,116400,86
multiply_14_bits,100100,358
multiply_4_bits,112500,86
multiply_7_bits,117300,86
multiply_15_bits,99700,358
multiply_3_bits,93200,18
multiply_8_bits,107900,358
multiply_16_bits,105200,1446
multiply_1_bits,106800,1
multiply_7_bits,102200,86
multiply_14_bits,119600,358
multiply_2_bits,91600,18
multiply_8_bits,104100,358
multiply_14_bits,118200,358
multiply_4_bits,123000,86
multiply_6_bits,110800,86
multiply_16_bits,107000,1446
multiply_4_bits,138000,86
multiply_8_bits,120700,358
multiply_16_bits,102600,1446
multiply_2_bits,116400,18
multiply_7_bits,119700,86
multiply_15_bits,141500,358
multiply_4_bits,98100,86
multiply_7_bits,106200,86
multiply_16_bits,112000,1446
multiply_3_bits,101400,18
multiply_5_bits,91000,86
multiply_15_bits,97900,358
multiply_4_bits,111700,86
multiply_7_bits,116900,86
multiply_15_bits,115200,358
multiply_4_bits,135100,86
multiply_8_bits,113700,358
multiply_14_bits,97600,358
multiply_4_bits,103500,86
multiply_0_bits,106600,0
multiply_15_bits,105800,358
multiply_3_bits,95000,18
multiply_5_bits,108800,86
multiply_16_bits,101900,1446
multiply_1_bits,101200,1
multiply_8_bits,101300,358
multiply_15_bits,100300,358
multiply_3_bits,94800,18
multiply_8_bits,116700,358
multiply_15_bits,317800,358
multiply_4_bits,115200,86
multiply_4_bits,116400,86
multiply_16_bits,87900,1446
multiply_4_bits,104600,86
multiply_8_bits,96600,358
multiply_16_bits,106600,1446
multiply_3_bits,93900,18
multiply_8_bits,100700,358
multiply_16_bits,139200,1446
multiply_4_bits,98400,86
multiply_8_bits,104800,358
multiply_15_bits,101900,358
multiply_4_bits,97900,86
multiply_7_bits,109000,86
multiply_16_bits,101900,1446
multiply_1_bits,97500,1
multiply_8_bits,139500,358
multiply_16_bits,152800,1446
multiply_4_bits,106900,86
multiply_8_bits,90100,358
multiply_15_bits,107400,358
multiply_0_bits,113600,0
multiply_8_bits,118200,358
multiply_16_bits,103800,1446
multiply_4_bits,101600,86
multiply_7_bits,112200,86
multiply_15_bits,99100,358
multiply_0_bits,100300,0
multiply_6_bits,102900,86
multiply_16_bits,100100,1446
multiply_3_bits,96300,18
multiply_6_bits,119300,86
multiply_14_bits,108800,358
multiply_4_bits,162800,86
multiply_6_bits,130800,86
multiply_15_bits,95700,358
multiply_0_bits,105700,0
multiply_6_bits,131100,86
multiply_14_bits,100700,358
multiply_1_bits,105000,1
multiply_8_bits,95600,358
multiply_15_bits,100600,358
multiply_4_bits,111400,86
multiply_4_bits,107500,86
multiply_16_bits,102100,1446
multiply_4_bits,98600,86
multiply_7_bits,108100,86
multiply_11_bits,99700,358
multiply_2_bits,108700,18
multiply_6_bits,131700,86
multiply_14_bits,135100,358
multiply_4_bits,119100,86
multiply_5_bits,128500,86
multiply_12_bits,105000,358
multiply_4_bits,98800,86
multiply_8_bits,97400,358
multiply_16_bits,108000,1446
multiply2_2_bits,153100,18
multiply2_8_bits,111400,358
multiply2_16_bits,109100,1446
multiply2_3_bits,98200,18
multiply2_8_bits,121800,358
multiply2_16_bits,101300,1446
multiply2_3_bits,116700,18
multiply2_7_bits,106000,86
multiply2_15_bits,103400,358
multiply2_4_bits,93000,86
multiply2_7_bits,113000,86
multiply2_14_bits,92800,358
multiply2_4_bits,103100,86
multiply2_6_bits,99000,86
multiply2_12_bits,109900,358
multiply2_3_bits,109400,18
multiply2_7_bits,92900,86
multiply2_16_bits,104100,1446
multiply2_4_bits,99400,86
multiply2_3_bits,93100,18
multiply2_15_bits,139500,358
multiply2_4_bits,111100,86
multiply2_7_bits,106600,86
multiply2_14_bits,105200,358
multiply2_4_bits,118000,86
multiply2_8_bits,90000,358
multiply2_16_bits,98500,1446
multiply2_4_bits,122100,86
multiply2_8_bits,103300,358
multiply2_16_bits,101200,1446
multiply2_0_bits,113500,0
multiply2_7_bits,122700,86
multiply2_16_bits,113700,1446
multiply2_3_bits,96600,18
multiply2_7_bits,107600,86
multiply2_13_bits,101100,358
multiply2_1_bits,115600,1
multiply2_5_bits,176300,86
multiply2_15_bits,149600,358
multiply2_4_bits,101900,86
multiply2_8_bits,121300,358
multiply2_16_bits,122900,1446
multiply2_3_bits,100600,18
multiply2_8_bits,102700,358
multiply2_16_bits,101200,1446
multiply2_0_bits,97800,0
multiply2_8_bits,103100,358
multiply2_15_bits,133500,358
multiply2_1_bits,121000,1
multiply2_8_bits,116000,358
multiply2_15_bits,114700,358
multiply2_4_bits,99500,86
multiply2_6_bits,98500,86
multiply2_16_bits,101600,1446
multiply2_4_bits,135700,86
multiply2_7_bits,126700,86
multiply2_16_bits,101700,1446
multiply2_4_bits,99700,86
multiply2_8_bits,125200,358
multiply2_16_bits,96800,1446
multiply2_4_bits,91400,86
multiply2_8_bits,101200,358
multiply2_16_bits,96300,1446
multiply2_4_bits,92000,86
multiply2_7_bits,101500,86
multiply2_15_bits,104400,358
multiply2_4_bits,97400,86
multiply2_8_bits,98800,358
multiply2_15_bits,123600,358
multiply2_3_bits,96600,18
multiply2_8_bits,111300,358
multiply2_15_bits,140400,358
multiply2_0_bits,128000,0
multiply2_8_bits,105700,358
multiply2_16_bits,103300,1446
multiply2_2_bits,115100,18
multiply2_8_bits,123300,358
multiply2_12_bits,113800,358
multiply2_4_bits,107600,86
multiply2_8_bits,143800,358
multiply2_16_bits,123600,1446
multiply2_4_bits,114400,86
multiply2_5_bits,111100,86
multiply2_13_bits,112400,358
multiply2_4_bits,104700,86
multiply2_8_bits,106200,358
multiply2_15_bits,122400,358
multiply2_0_bits,110800,0
multiply2_8_bits,146800,358
multiply2_16_bits,115200,1446
multiply2_4_bits,125400,86
multiply2_7_bits,136400,86
multiply2_16_bits,115300,1446
multiply2_2_bits,112600,18
multiply2_8_bits,101500,358
multiply2_16_bits,117100,1446
multiply2_4_bits,98900,86
multiply2_6_bits,113300,86
multiply2_12_bits,109800,358
multiply2_4_bits,99800,86
multiply2_8_bits,107400,358
multiply2_10_bits,128500,358
multiply2_1_bits,119300,1
multiply2_7_bits,157300,86
multiply2_14_bits,117500,358
multiply2_4_bits,113700,86
multiply2_5_bits,146900,86
multiply2_14_bits,117100,358
multiply2_3_bits,117200,18
multiply2_5_bits,105700,86
multiply2_15_bits,100800,358
multiply2_4_bits,90600,86
multiply2_8_bits,116100,358
multiply2_16_bits,102400,1446
multiply2_4_bits,105800,86
multiply2_8_bits,100200,358
multiply2_15_bits,100600,358
multiply2_3_bits,97100,18
multiply2_6_bits,114900,86
multiply2_15_bits,116600,358
multiply2_2_bits,119700,18
multiply2_5_bits,100500,86
multiply2_11_bits,104800,358
multiply2_0_bits,201800,0
multiply2_7_bits,108200,86
multiply2_15_bits,125800,358
multiply2_4_bits,103900,86
multiply2_7_bits,98800,86
multiply2_16_bits,108400,1446
multiply2_4_bits,97600,86
multiply2_6_bits,101800,86
multiply2_16_bits,99700,1446
multiply2_4_bits,103500,86
multiply2_7_bits,128800,86
multiply2_13_bits,106000,358
multiply2_4_bits,126400,86
multiply2_7_bits,130200,86
multiply2_16_bits,119200,1446
multiply2_4_bits,106900,86
multiply2_7_bits,151600,86
multiply2_16_bits,104800,1446
multiply2_4_bits,103100,86
multiply2_6_bits,104800,86
multiply2_16_bits,137800,1446
multiply2_1_bits,119300,1
multiply2_6_bits,101200,86
multiply2_16_bits,99400,1446
multiply2_1_bits,106900,1
multiply2_8_bits,99900,358
multiply2_11_bits,113500,358
multiply2_4_bits,97900,86
multiply2_8_bits,103400,358
multiply2_16_bits,107000,1446
multiply2_4_bits,94200,86
multiply2_8_bits,108600,358
multiply2_15_bits,141700,358
multiply2_3_bits,100600,18
multiply2_7_bits,100100,86
multiply2_16_bits,101200,1446
multiply2_1_bits,100600,1
multiply2_8_bits,102600,358
multiply2_15_bits,107300,358
multiply2_3_bits,96700,18
multiply2_8_bits,98100,358
multiply2_15_bits,97100,358
multiply2_4_bits,104200,86
multiply2_8_bits,90900,358
multiply2_16_bits,98700,1446
multiply2_3_bits,107000,18
multiply2_8_bits,124900,358
multiply2_16_bits,119000,1446
multiply2_2_bits,107500,18
multiply2_8_bits,102300,358
multiply2_16_bits,144200,1446
multiply2_4_bits,95900,86
multiply2_7_bits,108000,86
multiply2_16_bits,101600,1446
multiply2_3_bits,98300,18
multiply2_5_bits,99300,86
multiply2_13_bits,108200,358
multiply2_3_bits,105600,18
multiply2_6_bits,122100,86
multiply2_16_bits,101100,1446
multiply2_4_bits,99600,86
multiply2_7_bits,105600,86
multiply2_16_bits,107000,1446
multiply2_2_bits,153500,18
multiply2_8_bits,108200,358
multiply2_11_bits,125100,358
multiply2_0_bits,103200,0
multiply2_8_bits,146100,358
multiply2_12_bits,100600,358
multiply2_3_bits,107600,18
multiply2_8_bits,122800,358
multiply2_15_bits,120800,358
multiply2_3_bits,92200,18
multiply2_8_bits,101800,358
multiply2_16_bits,115800,1446
multiply2_0_bits,112500,0
multiply2_8_bits,111200,358
multiply2_14_bits,131700,358
multiply2_3_bits,112900,18
multiply2_8_bits,140000,358
multiply2_16_bits,138600,1446
multiply2_0_bits,125500,0
multiply2_8_bits,106400,358
multiply2_15_bits,96100,358
multiply2_1_bits,96100,1
multiply2_8_bits,115700,358
multiply2_14_bits,118200,358
multiply2_4_bits,142900,86
multiply2_8_bits,90600,358
multiply2_15_bits,98500,358
multiply2_0_bits,100500,0
multiply2_8_bits,104500,358
multiply2_14_bits,112900,358
multiply2_2_bits,90800,18
multiply2_7_bits,109500,86
multiply2_16_bits,136000,1446
multiply2_4_bits,123800,86
multiply2_6_bits,118900,86
multiply2_13_bits,140100,358
multiply2_4_bits,107200,86
multiply2_7_bits,109900,86
multiply2_13_bits,96300,358
multiply2_2_bits,97200,18
multiply2_8_bits,93200,358
multiply2_16_bits,99100,1446
multiply2_4_bits,96300,86
multiply2_8_bits,107200,358
multiply2_15_bits,97400,358
multiply2_4_bits,97800,86
multiply2_3_bits,100200,18
multiply2_16_bits,96800,1446
multiply2_3_bits,108700,18
multiply2_7_bits,114000,86
multiply2_15_bits,94900,358
multiply2_4_bits,117300,86
multiply2_6_bits,136200,86
multiply2_14_bits,104200,358
multiply2_4_bits,107000,86
multiply2_8_bits,98200,358
multiply2_16_bits,101500,1446
multiply2_4_bits,96500,86
multiply2_8_bits,122600,358
multiply2_16_bits,99600,1446
multiply2_4_bits,102500,86
multiply2_8_bits,99800,358
multiply2_16_bits,103900,1446
multiply2_3_bits,111700,18
multiply2_8_bits,109900,358
multiply2_16_bits,128500,1446
multiply2_4_bits,154300,86
multiply2_5_bits,135300,86
multiply2_15_bits,121400,358
multiply2_3_bits,105900,18
multiply2_7_bits,115300,86
multiply2_16_bits,137100,1446
multiply2_2_bits,109800,18
multiply2_8_bits,128200,358
multiply2_16_bits,115600,1446
multiply2_4_bits,111000,86
multiply2_8_bits,133600,358
multiply2_14_bits,97700,358
multiply2_4_bits,116200,86
multiply2_8_bits,126800,358
multiply2_16_bits,99500,1446
multiply2_4_bits,112500,86
multiply2_8_bits,112600,358
multiply2_16_bits,132100,1446
multiply2_3_bits,114600,18
multiply2_7_bits,202200,86
multiply2_16_bits,120100,1446
multiply2_4_bits,102600,86
multiply2_5_bits,105100,86
multiply2_15_bits,102600,358
multiply2_2_bits,101900,18
multiply2_8_bits,126300,358
multiply2_15_bits,111400,358
multiply2_4_bits,103900,86
multiply2_8_bits,98900,358
multiply2_15_bits,101800,358
multiply2_4_bits,107000,86
multiply2_6_bits,94400,86
multiply2_15_bits,263600,358
multiply2_2_bits,120100,18
multiply2_8_bits,144200,358
multiply2_15_bits,92200,358
multiply2_3_bits,115400,18
multiply2_8_bits,106900,358
multiply2_15_bits,103700,358
multiply2_4_bits,106900,86
multiply2_8_bits,101900,358
multiply2_16_bits,107800,1446
multiply2_0_bits,102600,0
multiply2_5_bits,100500,86
multiply2_15_bits,92200,358
multiply2_1_bits,103500,1
multiply2_7_bits,87400,86
multiply2_10_bits,95700,358
multiply2_4_bits,92500,86
multiply2_7_bits,121000,86
multiply2_16_bits,117200,1446
multiply2_4_bits,116800,86
multiply2_8_bits,118000,358
multiply2_15_bits,102500,358
multiply2_3_bits,89700,18
multiply2_8_bits,99400,358
multiply2_14_bits,115100,358
multiply2_4_bits,107000,86
multiply2_7_bits,225900,86
multiply2_15_bits,115600,358
multiply2_4_bits,97200,86
multiply2_7_bits,92100,86
multiply2_16_bits,117000,1446
multiply2_2_bits,101400,18
multiply2_8_bits,108000,358
multiply2_16_bits,123200,1446
multiply2_4_bits,146500,86
multiply2_8_bits,102900,358
multiply2_13_bits,99900,358
multiply2_4_bits,99500,86
multiply2_6_bits,124600,86
multiply2_16_bits,116400,1446
multiply2_3_bits,109300,18
multiply2_8_bits,118000,358
multiply2_16_bits,99500,1446
multiply2_1_bits,99600,1
multiply2_8_bits,99900,358
multiply2_14_bits,101100,358
multiply2_0_bits,109800,0
multiply2_8_bits,117100,358
multiply2_16_bits,105200,1446
multiply2_2_bits,124800,18
multiply2_7_bits,111300,86
multiply2_15_bits,141100,358
multiply2_4_bits,104900,86
multiply2_8_bits,101600,358
multiply2_16_bits,110700,1446
multiply2_2_bits,100100,18
multiply2_6_bits,103500,86
multiply2_16_bits,106400,1446
multiply2_2_bits,104400,18
multiply2_8_bits,112900,358
multiply2_16_bits,119400,1446
multiply2_1_bits,97500,1
multiply2_8_bits,99800,358
multiply2_13_bits,106600,358
multiply2_3_bits,146600,18
multiply2_6_bits,119000,86
multiply2_16_bits,128200,1446
multiply2_0_bits,134200,0
multiply2_5_bits,201300,86
multiply2_15_bits,137500,358
multiply2_3_bits,109700,18
multiply2_6_bits,118100,86
multiply2_16_bits,105100,1446
multiply2_2_bits,100500,18
multiply2_5_bits,134500,86
multiply2_16_bits,112600,1446
multiply2_4_bits,104100,86
multiply2_6_bits,101600,86
multiply2_16_bits,106700,1446
multiply2_4_bits,114400,86
multiply2_7_bits,121800,86
multiply2_15_bits,154900,358
multiply2_1_bits,102900,1
multiply2_6_bits,160800,86
multiply2_15_bits,111100,358
multiply2_4_bits,121300,86
multiply2_7_bits,105000,86
multiply2_15_bits,109700,358
multiply2_3_bits,108500,18
multiply2_7_bits,122000,86
multiply2_15_bits,125800,358
multiply2_4_bits,100600,86
multiply2_8_bits,105300,358
multiply2_15_bits,102000,358
multiply2_2_bits,99200,18
multiply2_8_bits,104300,358
multiply2_16_bits,91500,1446
multiply2_4_bits,157800,86
multiply2_7_bits,149900,86
multiply2_16_bits,124300,1446
multiply2_4_bits,137900,86
multiply2_5_bits,97200,86
multiply2_16_bits,119900,1446
multiply2_3_bits,99000,18
multiply2_7_bits,103300,86
multiply2_16_bits,126100,1446
multiply2_3_bits,100400,18
multiply2_8_bits,105400,358
multiply2_16_bits,106600,1446
multiply2_4_bits,92700,86
multiply2_8_bits,121900,358
multiply2_14_bits,105400,358
multiply2_4_bits,94200,86
multiply2_8_bits,134800,358
multiply2_16_bits,160100,1446
multiply2_4_bits,117300,86
multiply2_8_bits,131500,358
multiply2_16_bits,119900,1446
multiply2_4_bits,100000,86
multiply2_7_bits,108300,86
multiply2_16_bits,100000,1446
multiply2_2_bits,103200,18
multiply2_8_bits,113100,358
multiply2_15_bits,125200,358
multiply2_4_bits,95800,86
multiply2_8_bits,104400,358
multiply2_16_bits,121600,1446
multiply2_4_bits,105000,86
multiply2_8_bits,99500,358
multiply2_16_bits,136000,1446
multiply2_4_bits,117800,86
multiply2_6_bits,148000,86
multiply2_15_bits,112500,358
multiply2_3_bits,120900,18
multiply2_7_bits,94400,86
multiply2_16_bits,105700,1446
multiply2_2_bits,103100,18
multiply2_5_bits,99900,86
multiply2_15_bits,98700,358
multiply2_4_bits,137800,86
multiply2_7_bits,112500,86
multiply2_10_bits,98000,358
multiply2_4_bits,98400,86
multiply2_7_bits,97500,86
multiply2_15_bits,99800,358
multiply2_4_bits,107000,86
multiply2_6_bits,138000,86
multiply2_16_bits,117300,1446
multiply2_4_bits,114000,86
multiply2_6_bits,111100,86
multiply2_16_bits,100100,1446
multiply2_4_bits,103500,86
multiply2_8_bits,103400,358
multiply2_16_bits,98900,1446
multiply2_3_bits,85900,18
multiply2_6_bits,96800,86
multiply2_14_bits,118900,358
multiply2_3_bits,118200,18
multiply2_8_bits,101100,358
multiply2_13_bits,112300,358
multiply2_4_bits,115900,86
multiply2_8_bits,104500,358
multiply2_15_bits,109600,358
multiply2_4_bits,122300,86
multiply2_8_bits,134200,358
multiply2_14_bits,143300,358
multiply2_4_bits,133100,86
multiply2_8_bits,122600,358
multiply2_15_bits,121100,358
multiply2_3_bits,117700,18
multiply2_8_bits,103000,358
multiply2_16_bits,100700,1446
multiply2_2_bits,129100,18
multiply2_8_bits,104500,358
multiply2_15_bits,104900,358
multiply2_4_bits,99800,86
multiply2_4_bits,103100,86
multiply2_16_bits,127700,1446
multiply2_3_bits,96800,18
multiply2_8_bits,144300,358
multiply2_14_bits,122300,358
multiply2_4_bits,115300,86
multiply2_7_bits,133500,86
multiply2_16_bits,107800,1446
multiply2_0_bits,116400,0
multiply2_5_bits,118000,86
multiply2_16_bits,98000,1446
multiply2_2_bits,101500,18
multiply2_8_bits,101300,358
multiply2_16_bits,103000,1446
multiply2_2_bits,113500,18
multiply2_8_bits,123300,358
multiply2_16_bits,109100,1446
multiply2_3_bits,118000,18
multiply2_8_bits,106200,358
multiply2_16_bits,119000,1446
multiply2_4_bits,129100,86
multiply2_7_bits,136400,86
multiply2_16_bits,118300,1446
multiply2_3_bits,111600,18
multiply2_6_bits,120500,86
multiply2_15_bits,119200,358
multiply2_4_bits,116700,86
multiply2_6_bits,96600,86
multiply2_14_bits,114700,358
multiply2_2_bits,102700,18
multiply2_8_bits,91800,358
multiply2_14_bits,104400,358
multiply2_3_bits,120000,18
multiply2_8_bits,117500,358
multiply2_16_bits,112400,1446
multiply2_3_bits,141100,18
multiply2_4_bits,116800,86
multiply2_16_bits,148700,1446
multiply2_3_bits,100300,18
multiply2_7_bits,100300,86
multiply2_14_bits,103900,358
multiply2_2_bits,99000,18
multiply2_8_bits,124400,358
multiply2_14_bits,108700,358
multiply2_4_bits,103700,86
multiply2_6_bits,143500,86
multiply2_15_bits,107500,358
multiply2_4_bits,152900,86
multiply2_7_bits,125400,86
multiply2_16_bits,116900,1446
multiply2_2_bits,131600,18
multiply2_8_bits,135800,358
multiply2_16_bits,170100,1446
multiply2_4_bits,134900,86
multiply2_7_bits,96500,86
multiply2_16_bits,119800,1446
multiply2_4_bits,102700,86
multiply2_7_bits,94900,86
multiply2_16_bits,139600,1446
multiply2_1_bits,115800,1
multiply2_8_bits,111300,358
multiply2_13_bits,95500,358
multiply2_4_bits,126400,86
multiply2_6_bits,91100,86
multiply2_15_bits,99700,358
multiply2_4_bits,105300,86
multiply2_8_bits,111200,358
multiply2_15_bits,133900,358
multiply2_1_bits,120100,1
multiply2_8_bits,127100,358
multiply2_16_bits,133100,1446
multiply2_3_bits,111500,18
multiply2_3_bits,106500,18
multiply2_16_bits,104900,1446
multiply2_2_bits,97500,18
multiply2_7_bits,102200,86
multiply2_16_bits,119000,1446
multiply2_4_bits,137300,86
multiply2_5_bits,101600,86
multiply2_16_bits,132500,1446
multiply2_4_bits,121700,86
multiply2_2_bits,100000,18
multiply2_15_bits,103900,358
multiply2_3_bits,129400,18
multiply2_8_bits,124600,358
multiply2_15_bits,164800,358
multiply2_2_bits,104500,18
multiply2_7_bits,120900,86
multiply2_12_bits,127400,358
multiply2_3_bits,129400,18
multiply2_8_bits,139800,358
multiply2_15_bits,100000,358
multiply2_3_bits,141500,18
multiply2_7_bits,109800,86
multiply2_15_bits,109400,358
multiply2_2_bits,114200,18
multiply2_6_bits,95100,86
multiply2_14_bits,97000,358
multiply2_0_bits,115100,0
multiply2_8_bits,160500,358
multiply2_15_bits,130600,358
multiply2_2_bits,93400,18
multiply2_7_bits,115800,86
multiply2_16_bits,114000,1446
multiply2_4_bits,113800,86
multiply2_6_bits,98500,86
multiply2_16_bits,112900,1446
multiply2_4_bits,101100,86
multiply2_8_bits,102400,358
multiply2_15_bits,101600,358
multiply2_4_bits,103400,86
multiply2_8_bits,106600,358
multiply2_15_bits,94900,358
multiply2_4_bits,96300,86
multiply2_7_bits,99600,86
multiply2_16_bits,107700,1446
multiply2_2_bits,137000,18
multiply2_4_bits,111700,86
multiply2_14_bits,117500,358
multiply2_4_bits,89400,86
multiply2_6_bits,98000,86
multiply2_16_bits,97000,1446
multiply2_4_bits,99700,86
multiply2_6_bits,94600,86
multiply2_16_bits,104100,1446
multiply2_2_bits,114200,18
multiply2_8_bits,103400,358
multiply2_13_bits,100400,358
multiply2_4_bits,93500,86
multiply2_5_bits,111900,86
multiply2_15_bits,126700,358
multiply2_0_bits,99500,0
multiply2_8_bits,88900,358
multiply2_15_bits,133500,358
multiply2_3_bits,101000,18
multiply2_8_bits,99900,358
multiply2_13_bits,88600,358
multiply2_3_bits,105000,18
multiply2_8_bits,99600,358
multiply2_16_bits,103600,1446
multiply2_4_bits,98500,86
multiply2_7_bits,96400,86
multiply2_16_bits,96800,1446
multiply2_3_bits,123600,18
multiply2_8_bits,131000,358
multiply2_16_bits,104300,1446
multiply2_3_bits,101700,18
multiply2_7_bits,108200,86
multiply2_15_bits,126100,358
multiply2_0_bits,139500,0
multiply2_8_bits,121000,358
multiply2_16_bits,128700,1446
multiply2_4_bits,131200,86
multiply2_8_bits,109400,358
multiply2_16_bits,130000,1446
multiply2_3_bits,110300,18
multiply2_6_bits,101300,86
multiply2_16_bits,123200,1446
multiply2_4_bits,106400,86
multiply2_8_bits,110300,358
multiply2_16_bits,162200,1446
multiply2_3_bits,84400,18
multiply2_7_bits,101200,86
multiply2_16_bits,102200,1446
multiply2_2_bits,96600,18
multiply2_7_bits,109100,86
multiply2_16_bits,160000,1446
multiply2_4_bits,148200,86
multiply2_8_bits,192200,358
multiply2_16_bits,152300,1446
multiply2_4_bits,127800,86
multiply2_1_bits,105000,1
multiply2_14_bits,110500,358
multiply2_4_bits,102200,86
multiply2_5_bits,113000,86
multiply2_16_bits,104800,1446
multiply2_4_bits,107600,86
multiply2_8_bits,121000,358
multiply2_16_bits,109200,1446
multiply2_0_bits,106500,0
multiply2_5_bits,93400,86
multiply2_14_bits,94700,358
multiply2_2_bits,85100,18
multiply2_4_bits,149600,86
multiply2_14_bits,123300,358
multiply2_4_bits,116900,86
multiply2_8_bits,119400,358
multiply2_16_bits,101500,1446
multiply2_3_bits,140400,18
multiply2_7_bits,128200,86
multiply2_15_bits,120300,358
multiply2_4_bits,104100,86
multiply2_7_bits,124300,86
multiply2_13_bits,97700,358
multiply2_4_bits,99500,86
multiply2_8_bits,124500,358
multiply2_15_bits,107000,358
multiply2_3_bits,97700,18
multiply2_7_bits,100800,86
multiply2_16_bits,129400,1446
multiply2_3_bits,125500,18
multiply2_6_bits,130300,86
multiply2_16_bits,115200,1446
multiply2_4_bits,122800,86
multiply2_1_bits,123600,1
multiply2_16_bits,115800,1446
multiply2_4_bits,93500,86
multiply2_8_bits,103600,358
multiply2_13_bits,110500,358
multiply2_4_bits,103000,86
multiply2_7_bits,99400,86
multiply2_16_bits,104000,1446
multiply2_4_bits,112800,86
multiply2_6_bits,99400,86
multiply2_15_bits,119600,358
multiply2_4_bits,143000,86
multiply2_4_bits,120400,86
multiply2_16_bits,115900,1446
multiply2_4_bits,120200,86
multiply2_6_bits,116500,86
multiply2_16_bits,118100,1446
multiply2_4_bits,97600,86
multiply2_8_bits,100900,358
multiply2_16_bits,105300,1446
multiply2_3_bits,105800,18
multiply2_7_bits,98100,86
multiply2_16_bits,129400,1446
multiply2_4_bits,96200,86
multiply2_8_bits,151600,358
multiply2_16_bits,128700,1446
multiply2_4_bits,108100,86
multiply2_8_bits,112100,358
multiply2_15_bits,108100,358
multiply2_2_bits,114500,18
multiply2_7_bits,101000,86
multiply2_15_bits,102300,358
multiply2_1_bits,102600,1
multiply2_5_bits,144600,86
multiply2_12_bits,125500,358
multiply2_3_bits,108300,18
multiply2_7_bits,100800,86
multiply2_12_bits,104100,358
multiply2_4_bits,92300,86
multiply2_2_bits,122200,18
multiply2_15_bits,112800,358
multiply2_0_bits,135300,0
multiply2_7_bits,110500,86
multiply2_16_bits,119300,1446
multiply2_4_bits,111900,86
multiply2_8_bits,156700,358
multiply2_16_bits,127900,1446
multiply2_2_bits,99600,18
multiply2_5_bits,109900,86
multiply2_16_bits,107600,1446
multiply2_3_bits,121300,18
multiply2_8_bits,109400,358
multiply2_16_bits,101400,1446
multiply2_4_bits,126600,86
multiply2_8_bits,122100,358
multiply2_11_bits,106700,358
multiply2_0_bits,117700,0
multiply2_7_bits,105400,86
multiply2_14_bits,116000,358
multiply2_4_bits,121000,86
multiply2_7_bits,152500,86
multiply2_13_bits,129100,358
multiply2_4_bits,98300,86
multiply2_7_bits,101400,86
multiply2_16_bits,117400,1446
multiply2_3_bits,101600,18
multiply2_8_bits,101400,358
multiply2_16_bits,105800,1446
multiply2_4_bits,97100,86
multiply2_8_bits,101500,358
multiply2_14_bits,107000,358
multiply2_4_bits,124600,86
multiply2_8_bits,104200,358
multiply2_14_bits,144200,358
multiply2_1_bits,121800,1
multiply2_6_bits,99600,86
multiply2_14_bits,132600,358
multiply2_2_bits,116500,18
multiply2_5_bits,113700,86
multiply2_13_bits,100900,358
multiply2_1_bits,108300,1
multiply2_5_bits,115500,86
multiply2_15_bits,102600,358
multiply2_3_bits,107300,18
multiply2_8_bits,99500,358
multiply2_16_bits,105800,1446
multiply2_2_bits,113100,18
multiply2_6_bits,137400,86
multiply2_14_bits,106800,358
multiply2_4_bits,118200,86
multiply2_8_bits,100500,358
multiply2_13_bits,123900,358
multiply2_3_bits,118800,18
multiply2_8_bits,143900,358
multiply2_16_bits,108800,1446
multiply2_4_bits,88000,86
multiply2_8_bits,105100,358
multiply2_13_bits,130900,358
multiply2_3_bits,104200,18
multiply2_8_bits,124600,358
multiply2_15_bits,101200,358
multiply2_4_bits,197000,86
multiply2_8_bits,108900,358
multiply2_16_bits,103600,1446
multiply2_4_bits,99400,86
multiply2_8_bits,102800,358
multiply2_16_bits,90100,1446
multiply2_1_bits,89100,1
multiply2_8_bits,94400,358
multiply2_15_bits,142200,358
multiply2_3_bits,117100,18
multiply2_8_bits,106000,358
multiply2_13_bits,112300,358
multiply2_4_bits,113200,86
multiply2_7_bits,97600,86
multiply2_16_bits,102100,1446
multiply2_4_bits,100400,86
multiply2_8_bits,150500,358
multiply2_13_bits,106300,358
multiply2_3_bits,100100,18
multiply2_5_bits,93000,86
multiply2_16_bits,127100,1446
multiply2_4_bits,131100,86
multiply2_4_bits,103500,86
multiply2_13_bits,105100,358
multiply2_4_bits,101600,86
multiply2_5_bits,127500,86
multiply2_13_bits,116700,358
multiply2_4_bits,108300,86
multiply2_6_bits,107800,86
multiply2_16_bits,99100,1446
multiply2_2_bits,102200,18
multiply2_8_bits,119000,358
multiply2_15_bits,106400,358
